observationId,origin,causeType,causeIds,residentIds,activityExecutionIds,actionExecutionIds
observation_d3613b4ea3f9d580,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_d3387a841bd65925,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_f0ed22a2a516f532,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_8a067981b4be3fad,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_6566febae6ef6d7b,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_f8a06e9264577797,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_4033a9410a8235f5,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_76dffdff0dce3ac5,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_d36fd6aa284da56b,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_4957e85795697f3a,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_002a15ae8f5d576a,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_b0cd781dfded358a,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_f7d96904bac39a90,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_f34acecc3bea32e6,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_ca0e021d79ae9674,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_eea4bf77d97781e5,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_77db1de1a3572bf7,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_34d7ad0997df2bbe,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_79fce50b4d05c079,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_65c245810737fe4c,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_0e7c252d96d95eb0,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_1fbb1d566774ffbe,simulated_cause,action_execution,"[""action_4a4bc95464f335ec""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_4a4bc95464f335ec""]"
observation_8cf897eae9028a44,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_849ac48b29a0db9b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_5efc70e2c938b120,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_3e087120e06ec850,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c972962dbf97df82,simulated_cause,state_transition,"[""state_66068b35d111aa67""]","[""tommaso_bianchi""]","[""activity_643e1a6b1c626a4d""]","[""action_7493ccb1850faec4""]"
observation_6c1c669e200555fb,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0e522e669c6e20b0,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_eb541bcc52b6643b,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_ee9eaffd6dcdc6bd,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_32088c136abde881,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_9fb58856ef612ed8,simulated_cause,movement,"[""movement_aaa9144c85d4895a""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_14dcbffca71b2bba""]"
observation_e387033b8b3f7de2,simulated_cause,movement,"[""movement_3bc4085f311ebf20""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_9268caeb3cb50380""]"
observation_5b127d951ffb0201,simulated_cause,movement,"[""movement_3bc4085f311ebf20""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_9268caeb3cb50380""]"
observation_6550b7bcfe806400,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_926496f2f8461b21,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f46514fa9989a326,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_94ee59c3fbb702e8,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c09fed0ff09d4773,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_748fc0e52f204978,simulated_cause,action_execution,"[""action_9268caeb3cb50380""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_9268caeb3cb50380""]"
observation_01a37016cb288f33,simulated_cause,movement,"[""movement_1b80725e06c5f318""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_5da28ab0ba109499""]"
observation_a697fcc840542486,simulated_cause,action_execution,"[""action_9268caeb3cb50380""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_9268caeb3cb50380""]"
observation_c58ad959365274cc,simulated_cause,movement,"[""movement_1b80725e06c5f318""]","[""tommaso_bianchi""]","[""activity_70380e230de40107""]","[""action_5da28ab0ba109499""]"
observation_c616404765c9c22b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0be0b4504f6a4243,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_209f6fd56beac25b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ab7c93cacf2ad1c2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_b21bd2528c29072d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_bd206283012630e8,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_8a304922ca0b31a2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c53486591bc2ff44,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_e2d0494ac6a119bd,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c5abd13c28a696a7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a04975927d33d892,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f3a072759f9e6d8d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_91b5f825192bff1a,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_88181523e43bed42,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_045f1fa577938660,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_04d133944b790622,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_2cd7ca8454113915,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_453ae4f264bf92e0,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ce743ef2f8aa9383,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_cc7a39ad0e601100,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_5f030649a54a4e29,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_2f6a4af460183334,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_19d6a5074f3c4d79,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_8b5ed913b31a70d2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a6fa17ef733fca04,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ee466862757b274d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_af302be9ff057d6b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_01803fff623dcefd,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_28078a52423611e7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c5e434a8762bff3b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_990bb7671064eede,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_3b60ec355ea157fa,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_7ff483238ef2433f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_fca4a96011933f2d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_20b786419717a659,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_9b8be09ba90c92ab,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_6f4b11556c5be563,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_674ba6a7340e97e9,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ec3a9fbdb4c7e69d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c62d41e234cae6e0,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a562cda72e67096d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c93cb04acfcf9a26,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_5edb633f4e34ba63,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f5dc0894cae889a7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_34cd8e8c7ba34953,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_87f72cf219b59a79,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_bd634bd045062e5c,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_45b0780c091abb7b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d5a9984fe3fd326c,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_1e84879696a8d446,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_1cd7bea18d4cd966,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_677bb5fe6dc42d43,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_dbdd3dfeda16eea1,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ed63e9a78e74168d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f03911b4550ce5c6,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0807330921437bbb,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_6fd93c9ab423f717,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_bdfc2f8023dd2081,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f62308751884282f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_dadf6b96ab2d10cc,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_81780fa4bab9d07c,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_9154fd2b2d71cef5,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_e79a527b76d6be40,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ff05b42b9607d6d5,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0cc64f7d609d1ed3,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_26456b6e7247b734,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a0a98cc9aa5f6f86,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_decab86460cb097a,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f14f74696f94f863,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f7a2a5b0a6624b01,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a1fad9cc5a9ec2de,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_fb2a9ae23ee46ed5,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d8445c28a20bf06f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_b5c503a30cf9851f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_060bb9d4bd9909a6,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c9c072c29714e463,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_aab34e726bee361f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_de0ae6f7a42f540f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_8a22baf505f9956b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_041ef5ead1540cdd,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d6edb6e32bc7a358,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_50371e1920deb7cb,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_978db21500005ce1,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0a6ea0b93d323953,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_6634e84aaa83e81f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_66678f33afa6683b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0a59919a45bbca89,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_365fcf3904233d9f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_e07080dc156ee204,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_74a3ae1786ff94a4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f67f2dc30bf20a83,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c64ee6a067862553,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_820aeef72aa7a1cb,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c236c0ef2d6b5562,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f599a9c7c4160cb4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a7ca938a4df2e8b2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_924154de11fa5599,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0ce8fc7935cf60d9,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_3cf05cac55bac2e0,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_3d22998119d2f808,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_362616594f7b91f2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_e2e48001ecb8a702,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_f4fb3d4def1d1789,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_29744ab6fdeceff4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_215ee038bb3c1bb1,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_27165a14d66c80a6,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_baaf12b15690ab9e,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_bfdfedac3e89bed9,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_775d446c104e2e8a,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_3976650cadc7ff6b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_638578649737373d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_9a81b18708dd1d6d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_706e959365ec133a,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_72cccab378b1afed,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_1432ee6f1288bc90,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_2d51c58b8efacf48,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_1dd67842583d40b4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_8b839e99c9ef068d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_10a37b705e5213c4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_7da1d242727c717a,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_464e9e8ae7354377,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_afb0e33ab9d78afd,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_8bbd164eda7efba9,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c1a3d92e40dc5b76,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_bfb18d08dda078f7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_172482e57212ebc4,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d7772d8e9ce5ff10,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_42ecce261a754170,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_9723e0ec79016975,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_b47fb66a085682a7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_66e9f9c682d533c2,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_90ed8f6352bd0408,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_789ceb2b021b4b87,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0026c3babcac51ca,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_07d679b222db45ab,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_6b3072a8fe3dd5d0,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_b193af263c2dbb78,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_15ace98181713fbc,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_96e6dd7236cd37d1,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c4b02d12cb88c69f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_0a94ab20586a3e75,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d9ac6966bcf4fe58,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_70f9dc0a02efd88d,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_5bfe2bed5b41e2bf,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a83b0597d05ebe51,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_04eba3efc34e7a14,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_5c449cdcaf4e8c99,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_4d44dc67cbfce752,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ce1d4dfd1dc96676,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_71f2a5653e802372,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ffdec21d7a7896d5,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_961020f3fa5e5c2f,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_97b65290d9b785a1,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_dcbe2bfb255fd6fd,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_a1d4b561ac33e563,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_d59b5522177219ad,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_6202ae90b002520b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_615e41a54261771c,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_27f743c8cfbbb6d3,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_c9d66af5460b333b,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_647c188110699a43,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_850a1dc8945a8326,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ca5bc4c5fc2fd9e5,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_4103ee8d50d8c030,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_14d16e26bc24b305,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
observation_ec3afbd537cdaa37,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_bf12aee82819012d,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_e6a3e2b9d28035dc,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_1c1a0b14ced48644,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_4166bfca04302cc4,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_34d1cbbae4d9afc2,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_e07beae90ba1d111,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_6e6b7f2d92b17e8a,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_84bcebfdc04c271f,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_7a42069008263912,simulated_cause,movement,"[""movement_5b5cc080e17fa4b2""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_3fa00c7a45f60995""]"
observation_62bbe2bf7d462317,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_8799922f1044a444,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_c0753ac00df8966d,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_61050af707dd7802,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_6e78747549a510cd,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_9ba05312c91cecdd,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_1655969e3b33cb48,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_dfe74fbf4dbc0c90,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_3f292c6b2a9901b2,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_581a598b79611b88,simulated_cause,movement,"[""movement_d319318d7f136031""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_a79880e702c40717,simulated_cause,action_execution,"[""action_11ea9a9037410721""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_a8f79fadb9c33ddf,simulated_cause,action_execution,"[""action_11ea9a9037410721""]","[""tommaso_bianchi""]","[""activity_7e512f52f0894daa""]","[""action_11ea9a9037410721""]"
observation_da7fe67d7ebc85c7,environment_model,trace,"[""trace_48b1367f28cccac5""]",[],[],[]
