movementId,actionExecutionId,actorId,startedAt,endedAt,originRegionId,destinationRegionId,distanceMeters,durationMicroseconds,waypoints
movement_4cd3de2f07f16df9,action_4c3808e150e4d083,tommaso_bianchi,2026-08-11T06:50:00+02:00,2026-08-11T06:50:04.166667+02:00,bedroom_01,bathroom_01,5.0,4166667,"[{""at"":""2026-08-11T06:50:00+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T06:50:01.333333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T06:50:02+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T06:50:04.166667+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_0bcf9339da633da7,action_01ac70cbbf833797,tommaso_bianchi,2026-08-11T07:15:00+02:00,2026-08-11T07:15:05+02:00,bathroom_01,kitchen_01,6.0,5000000,"[{""at"":""2026-08-11T07:15:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:15:02.166667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:15:02.833333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:15:05+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_aaa9144c85d4895a,action_14dcbffca71b2bba,tommaso_bianchi,2026-08-11T07:45:00+02:00,2026-08-11T07:46:12.500000+02:00,kitchen_01,garden_workplace,512.0,72500000,"[{""at"":""2026-08-11T07:45:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:00.368164+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:00.481445+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:01.217773+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:01.331055+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:01.699219+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:45:04.248047+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_3bc4085f311ebf20,action_9268caeb3cb50380,tommaso_bianchi,2026-08-11T07:55:00+02:00,2026-08-11T07:56:04.375000+02:00,garden_workplace,bedroom_01,502.25,64375000,"[{""at"":""2026-08-11T07:55:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-11T07:55:02.307118+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-11T07:55:02.595508+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_1b80725e06c5f318,action_5da28ab0ba109499,tommaso_bianchi,2026-08-11T08:05:00+02:00,2026-08-11T08:06:04.375000+02:00,bedroom_01,garden_workplace,502.25,64375000,"[{""at"":""2026-08-11T08:05:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T08:05:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T08:05:02.595508+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_5b5cc080e17fa4b2,action_3fa00c7a45f60995,tommaso_bianchi,2026-08-11T16:15:00+02:00,2026-08-11T16:16:22.500000+02:00,garden_workplace,hallway_01,524.0,82500000,"[{""at"":""2026-08-11T16:15:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:02.833969+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-11T16:15:03.243321+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:03.369275+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:04.187977+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:04.313931+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:05.132634+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:05.258588+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:06.077290+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:06.203244+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:15:06.612595+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_d319318d7f136031,action_11ea9a9037410721,tommaso_bianchi,2026-08-11T16:21:00+02:00,2026-08-11T16:21:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-11T16:21:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:21:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_8476ac3d9bd353c8,action_0ee09f2d4bdfb434,tommaso_bianchi,2026-08-11T16:33:00+02:00,2026-08-11T16:33:21.875000+02:00,bedroom_01,hallway_01,26.25,21875000,"[{""at"":""2026-08-11T16:33:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:19.041667+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:19.708333+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:33:21.875000+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_5c9de5115f070d9e,action_54731ce2581c8c5d,tommaso_bianchi,2026-08-11T16:39:00+02:00,2026-08-11T16:39:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-11T16:39:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T16:39:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_c35e46b08b17412e,action_851a8fb5099ffa35,tommaso_bianchi,2026-08-11T17:30:00+02:00,2026-08-11T17:31:04.375000+02:00,bedroom_01,pharmacy_barcelona,502.25,64375000,"[{""at"":""2026-08-11T17:30:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T17:30:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T17:30:02.720306+02:00"",""position"":{""x"":9.0,""y"":21.0},""regionId"":""pharmacy_barcelona"",""traversalMode"":""transport""}]"
movement_e1d15c9aac2b7b38,action_7f921fdccfa5006a,tommaso_bianchi,2026-08-11T17:35:00+02:00,2026-08-11T17:36:04.375000+02:00,pharmacy_barcelona,bedroom_01,502.25,64375000,"[{""at"":""2026-08-11T17:35:00+02:00"",""position"":{""x"":9.0,""y"":21.0},""regionId"":""pharmacy_barcelona"",""traversalMode"":""walking""},{""at"":""2026-08-11T17:35:02.431916+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-11T17:35:02.720306+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_536e12dbe3e69003,action_3dd074a8f25200ec,tommaso_bianchi,2026-08-11T17:40:00+02:00,2026-08-11T17:41:04.375000+02:00,bedroom_01,pharmacy_barcelona,502.25,64375000,"[{""at"":""2026-08-11T17:40:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T17:40:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T17:40:02.720306+02:00"",""position"":{""x"":9.0,""y"":21.0},""regionId"":""pharmacy_barcelona"",""traversalMode"":""transport""}]"
movement_1b8b9dfe081228e6,action_806f3d8e67e217fa,tommaso_bianchi,2026-08-11T18:05:00+02:00,2026-08-11T18:06:22.500000+02:00,pharmacy_barcelona,hallway_01,524.0,82500000,"[{""at"":""2026-08-11T18:05:00+02:00"",""position"":{""x"":9.0,""y"":21.0},""regionId"":""pharmacy_barcelona"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:02.987266+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-11T18:05:03.396617+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:03.522571+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:04.341274+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:04.467228+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:05.285930+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:05.411884+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:06.230587+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:06.356541+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:05:06.765892+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_53815832548cef6f,action_5560810d97202c77,tommaso_bianchi,2026-08-11T18:08:00+02:00,2026-08-11T18:08:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-11T18:08:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:08:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_8495166994c6d624,action_b4e10db6cc8fdf30,tommaso_bianchi,2026-08-11T18:14:00+02:00,2026-08-11T18:14:21.875000+02:00,bedroom_01,hallway_01,26.25,21875000,"[{""at"":""2026-08-11T18:14:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:19.041667+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:19.708333+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:14:21.875000+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_baf88720f699997f,action_69fc8496f5101bd5,tommaso_bianchi,2026-08-11T18:17:00+02:00,2026-08-11T18:17:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-11T18:17:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T18:17:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_987b6ef6acf13794,action_a299e4ea795e6e7a,tommaso_bianchi,2026-08-11T19:00:00+02:00,2026-08-11T19:00:16.875000+02:00,bedroom_01,living_room_01,20.25,16875000,"[{""at"":""2026-08-11T19:00:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T19:00:16.875000+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""}]"
movement_4dbec01b7fb58921,action_42e08d6eb09991dc,tommaso_bianchi,2026-08-11T21:30:00+02:00,2026-08-11T21:30:10+02:00,living_room_01,bathroom_01,12.0,10000000,"[{""at"":""2026-08-11T21:30:00+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T21:30:02.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T21:30:02.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T21:30:07.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T21:30:07.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T21:30:10+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_1f0dac631a89b6bd,action_36eb0dd91cdbab5c,tommaso_bianchi,2026-08-11T22:30:00+02:00,2026-08-11T22:30:05+02:00,bathroom_01,bedroom_01,6.0,5000000,"[{""at"":""2026-08-11T22:30:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T22:30:02.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T22:30:02.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-11T22:30:05+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_6edd4a5cdb93e7e1,action_1a95118b208308d8,tommaso_bianchi,2026-08-12T06:46:15+02:00,2026-08-12T06:46:15.833333+02:00,bedroom_01,bedroom_01,1.0,833333,"[{""at"":""2026-08-12T06:46:15+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:46:15.833333+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_bcab8202a7ac1baf,action_9e26bb7ecf1b8ef2,tommaso_bianchi,2026-08-12T06:47:30+02:00,2026-08-12T06:47:31.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-12T06:47:30+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:47:31.666667+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_67db842933125025,action_0efe2e3d2372cf59,tommaso_bianchi,2026-08-12T06:48:45+02:00,2026-08-12T06:48:46.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-12T06:48:45+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:48:46.666667+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_444c96f37b724b77,action_8a1c86a8e9e70ce2,tommaso_bianchi,2026-08-12T06:50:00+02:00,2026-08-12T06:50:04.166667+02:00,bedroom_01,bathroom_01,5.0,4166667,"[{""at"":""2026-08-12T06:50:00+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:50:01.333333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:50:02+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T06:50:04.166667+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_c861098c692c7f0b,action_159afa1fc6671516,tommaso_bianchi,2026-08-12T07:15:00+02:00,2026-08-12T07:15:05+02:00,bathroom_01,kitchen_01,6.0,5000000,"[{""at"":""2026-08-12T07:15:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:15:02.166667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:15:02.833333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:15:05+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_38ba857d5aac000c,action_eca71c7844829b38,tommaso_bianchi,2026-08-12T07:45:00+02:00,2026-08-12T07:46:12.500000+02:00,kitchen_01,garden_workplace,512.0,72500000,"[{""at"":""2026-08-12T07:45:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:00.368164+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:00.481445+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:01.217773+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:01.331055+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:01.699219+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-12T07:45:04.248047+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
