transitionId,at,subjectType,subjectId,fact,previousValue,value,operation,causality
state_c53679a35d51f814,2026-08-11T16:33:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_ec1537b817c7d989"",""causeType"":""action_effect""}"
state_e89e5f4b57d51c48,2026-08-11T16:33:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0ee09f2d4bdfb434"",""causeType"":""process_edge""}"
state_e60520c199257583,2026-08-11T16:33:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0ee09f2d4bdfb434"",""causeType"":""process_edge""}"
state_28710dfd7de89e33,2026-08-11T16:39:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_54731ce2581c8c5d"",""causeType"":""process_edge""}"
state_6a4e4ae8ca58913a,2026-08-11T16:39:00+02:00,resident,tommaso_bianchi,location,home_entrance,hallway_01,set,"{""causeId"":""action_0ee09f2d4bdfb434"",""causeType"":""action_effect""}"
state_5ca5335734c2a146,2026-08-11T16:39:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_54731ce2581c8c5d"",""causeType"":""process_edge""}"
state_779f616bfc571987,2026-08-11T16:45:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_54731ce2581c8c5d"",""causeType"":""action_effect""}"
state_2495b467309c6172,2026-08-11T17:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_851a8fb5099ffa35"",""causeType"":""process_edge""}"
state_6e94f451ef2d8334,2026-08-11T17:31:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_851a8fb5099ffa35"",""causeType"":""process_edge""}"
state_4faa7b4b08e2f699,2026-08-11T17:35:00+02:00,resident,tommaso_bianchi,location,hallway_01,home_exit,set,"{""causeId"":""action_851a8fb5099ffa35"",""causeType"":""action_effect""}"
state_d6b00e82232a65ce,2026-08-11T17:35:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_7f921fdccfa5006a"",""causeType"":""process_edge""}"
state_8fe675395656d8ee,2026-08-11T17:36:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_7f921fdccfa5006a"",""causeType"":""process_edge""}"
state_4e94d26e2bd7e55e,2026-08-11T17:40:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_3dd074a8f25200ec"",""causeType"":""process_edge""}"
state_fd0a372d2cb26efa,2026-08-11T17:40:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_7f921fdccfa5006a"",""causeType"":""action_effect""}"
state_19165654cef4784d,2026-08-11T17:41:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_3dd074a8f25200ec"",""causeType"":""process_edge""}"
state_cbd5ad5d6f2ba465,2026-08-11T17:45:00+02:00,resident,tommaso_bianchi,location,home_exit,pharmacy_barcelona,set,"{""causeId"":""action_3dd074a8f25200ec"",""causeType"":""action_effect""}"
state_72b43e01c8a1b15b,2026-08-11T17:53:20+02:00,resident,tommaso_bianchi,location,pharmacy_barcelona,pharmacy_barcelona,set,"{""causeId"":""action_252384397c8b1bde"",""causeType"":""action_effect""}"
state_03c76f44bd07097a,2026-08-11T18:00:00+02:00,resident,tommaso_bianchi,carrying.medication,False,True,set,"{""causeId"":""action_3f6b400f4d13ab68"",""causeType"":""action_effect""}"
state_fb6f066416492d84,2026-08-11T18:05:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_806f3d8e67e217fa"",""causeType"":""process_edge""}"
state_220fb188ebaca137,2026-08-11T18:06:22.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_806f3d8e67e217fa"",""causeType"":""process_edge""}"
state_311c6c08a20ec323,2026-08-11T18:08:00+02:00,resident,tommaso_bianchi,location,pharmacy_barcelona,home_entrance,set,"{""causeId"":""action_806f3d8e67e217fa"",""causeType"":""action_effect""}"
state_49495b6384b6a01a,2026-08-11T18:08:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_5560810d97202c77"",""causeType"":""process_edge""}"
state_0ec942d20b2363e1,2026-08-11T18:08:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_5560810d97202c77"",""causeType"":""process_edge""}"
state_88335c1055202154,2026-08-11T18:11:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_5560810d97202c77"",""causeType"":""action_effect""}"
state_09d60c5bb594e460,2026-08-11T18:14:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_97312bcba2d5db42"",""causeType"":""action_effect""}"
state_c9aefb6d165359d7,2026-08-11T18:14:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_b4e10db6cc8fdf30"",""causeType"":""process_edge""}"
state_01cc0d61e79afd66,2026-08-11T18:14:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_b4e10db6cc8fdf30"",""causeType"":""process_edge""}"
state_52a8c357eb8989bb,2026-08-11T18:17:00+02:00,resident,tommaso_bianchi,location,home_entrance,hallway_01,set,"{""causeId"":""action_b4e10db6cc8fdf30"",""causeType"":""action_effect""}"
state_a6ac6b03b21816db,2026-08-11T18:17:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_69fc8496f5101bd5"",""causeType"":""process_edge""}"
state_a8fd62b04745def8,2026-08-11T18:17:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_69fc8496f5101bd5"",""causeType"":""process_edge""}"
state_44c527bd5508d044,2026-08-11T18:20:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_69fc8496f5101bd5"",""causeType"":""action_effect""}"
state_f3c54a005c9e6ed8,2026-08-11T19:00:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_a299e4ea795e6e7a"",""causeType"":""process_edge""}"
state_fb05398589961c61,2026-08-11T19:00:16.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_a299e4ea795e6e7a"",""causeType"":""process_edge""}"
state_0baf87ac98676b91,2026-08-11T19:18:00+02:00,resident,tommaso_bianchi,location,hallway_01,living_room_01,set,"{""causeId"":""action_a299e4ea795e6e7a"",""causeType"":""action_effect""}"
state_669f1d880f264d87,2026-08-11T19:36:00+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_9371095ce44d0c05"",""causeType"":""action_effect""}"
state_c5ba393d868eaab4,2026-08-11T19:36:00+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_9371095ce44d0c05"",""causeType"":""action_effect""}"
state_83b35390bda16a9e,2026-08-11T19:54:00+02:00,entity,service_living_room_01,active,False,True,set,"{""causeId"":""action_b0f256eaa93bda04"",""causeType"":""action_effect""}"
state_08e1b829413a98ca,2026-08-11T20:30:00+02:00,entity,service_living_room_01,active,True,False,set,"{""causeId"":""action_b76866fc2349f470"",""causeType"":""action_effect""}"
state_a1325bc24a1cebcd,2026-08-11T21:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_42e08d6eb09991dc"",""causeType"":""process_edge""}"
state_39d19d7113c8a7d8,2026-08-11T21:30:10+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_42e08d6eb09991dc"",""causeType"":""process_edge""}"
state_3155c9033c27b1d9,2026-08-11T21:37:30+02:00,resident,tommaso_bianchi,location,living_room_01,bathroom_01,set,"{""causeId"":""action_42e08d6eb09991dc"",""causeType"":""action_effect""}"
state_dde8d5931a0522f6,2026-08-11T22:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_36eb0dd91cdbab5c"",""causeType"":""process_edge""}"
state_54971aeafafc808b,2026-08-11T22:30:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_36eb0dd91cdbab5c"",""causeType"":""process_edge""}"
state_76cfc1ec37250815,2026-08-12T01:10:00+02:00,resident,tommaso_bianchi,location,bathroom_01,bedroom_01,set,"{""causeId"":""action_36eb0dd91cdbab5c"",""causeType"":""action_effect""}"
state_a3ba890e65764cb4,2026-08-12T03:50:00+02:00,resident,tommaso_bianchi,posture,sitting,lying,set,"{""causeId"":""action_2d56be3275e47740"",""causeType"":""action_effect""}"
state_a58ce4f69407908e,2026-08-12T03:50:00+02:00,resident,tommaso_bianchi,posture,sitting,lying,set,"{""causeId"":""action_2d56be3275e47740"",""causeType"":""action_effect""}"
state_4bd9967a2e30a98b,2026-08-12T06:35:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_4b84d0bce4842086"",""causeType"":""action_effect""}"
state_18bee81e64682f91,2026-08-12T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_270016ae524c023b"",""causeType"":""action_effect""}"
state_67d2b3bd19a7ce66,2026-08-12T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_270016ae524c023b"",""causeType"":""action_effect""}"
state_4759d0699ea82083,2026-08-12T06:46:15+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_c342edaa68cf0f49"",""causeType"":""action_effect""}"
state_9b03e389e281e385,2026-08-12T06:46:15+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_1a95118b208308d8"",""causeType"":""process_edge""}"
state_33ac6b01f2168e88,2026-08-12T06:46:15.833333+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_1a95118b208308d8"",""causeType"":""process_edge""}"
state_355babde286a3514,2026-08-12T06:47:30+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_9e26bb7ecf1b8ef2"",""causeType"":""process_edge""}"
state_f72487e31da1aa7f,2026-08-12T06:47:30+02:00,resident,tommaso_bianchi,carrying.medication,True,True,set,"{""causeId"":""action_1a95118b208308d8"",""causeType"":""action_effect""}"
state_4f30105568d40043,2026-08-12T06:47:31.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_9e26bb7ecf1b8ef2"",""causeType"":""process_edge""}"
state_8683f99036fd6e96,2026-08-12T06:48:45+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_0efe2e3d2372cf59"",""causeType"":""process_edge""}"
state_8990431389e026b8,2026-08-12T06:48:46.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_0efe2e3d2372cf59"",""causeType"":""process_edge""}"
state_9be9c942ab999aab,2026-08-12T06:50:00+02:00,resident,tommaso_bianchi,carrying.medication,True,False,set,"{""causeId"":""action_0efe2e3d2372cf59"",""causeType"":""action_effect""}"
state_ec91e3e0a6a75692,2026-08-12T06:50:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_8a1c86a8e9e70ce2"",""causeType"":""process_edge""}"
state_0a66603ecb0b31bc,2026-08-12T06:50:04.166667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_8a1c86a8e9e70ce2"",""causeType"":""process_edge""}"
state_e4bae61ade4e4dc1,2026-08-12T06:54:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bathroom_01,set,"{""causeId"":""action_8a1c86a8e9e70ce2"",""causeType"":""action_effect""}"
state_ea23feb17f68fc13,2026-08-12T07:02:00+02:00,entity,service_bathroom_01,active,False,True,set,"{""causeId"":""action_2578bbb700f6be88"",""causeType"":""action_effect""}"
state_ebe04d01ba2ab16e,2026-08-12T07:10:00+02:00,entity,service_bathroom_01,active,True,False,set,"{""causeId"":""action_5f6645188ec56e8e"",""causeType"":""action_effect""}"
state_454d4fedb266c37d,2026-08-12T07:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_159afa1fc6671516"",""causeType"":""process_edge""}"
state_d138e04138cdc939,2026-08-12T07:15:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_159afa1fc6671516"",""causeType"":""process_edge""}"
state_abbde943569f6adb,2026-08-12T07:17:16.363636+02:00,resident,tommaso_bianchi,location,bathroom_01,kitchen_01,set,"{""causeId"":""action_159afa1fc6671516"",""causeType"":""action_effect""}"
state_343c123131bc4f9b,2026-08-12T07:19:32.727272+02:00,entity,service_kitchen_01,open,False,True,set,"{""causeId"":""action_3a3c07e006a0e384"",""causeType"":""action_effect""}"
state_3137402dc7ca6a7a,2026-08-12T07:21:49.090908+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,False,True,set,"{""causeId"":""action_be0264ad4ef010b6"",""causeType"":""action_effect""}"
state_4f4815fb35db8332,2026-08-12T07:24:05.454544+02:00,entity,service_kitchen_01,open,True,False,set,"{""causeId"":""action_9344731c02add706"",""causeType"":""action_effect""}"
state_9907916de5841f8c,2026-08-12T07:26:21.818180+02:00,entity,service_kitchen_01,active,False,True,set,"{""causeId"":""action_f583a813375db1b3"",""causeType"":""action_effect""}"
state_de5db48b3b93a95e,2026-08-12T07:30:54.545452+02:00,entity,service_kitchen_01,active,True,False,set,"{""causeId"":""action_3ad11d7b5998a35e"",""causeType"":""action_effect""}"
state_7df22e973336aa34,2026-08-12T07:33:10.909088+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,True,False,set,"{""causeId"":""action_ceac39c69fb9db25"",""causeType"":""action_effect""}"
state_118ce94f1badc0e8,2026-08-12T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_eb1136a588e7e4d3"",""causeType"":""action_effect""}"
state_96efd74f11aa4d37,2026-08-12T07:35:27.272724+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_eb1136a588e7e4d3"",""causeType"":""action_effect""}"
state_b45340b006166539,2026-08-12T07:37:43.636360+02:00,entity,service_kitchen_01,service_kitchen_01.consumption_area.consumed,2,3,increment,"{""causeId"":""action_4c5d53717bbb3e1e"",""causeType"":""action_effect""}"
state_05223f417caf8ae0,2026-08-12T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_200faf46cd2c075f"",""causeType"":""action_effect""}"
state_786530237eeb0e41,2026-08-12T07:39:59.999996+02:00,resident,tommaso_bianchi,posture,sitting,standing,set,"{""causeId"":""action_200faf46cd2c075f"",""causeType"":""action_effect""}"
state_47c9073e159fe31a,2026-08-12T07:45:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_eca71c7844829b38"",""causeType"":""process_edge""}"
state_80b8f03097585325,2026-08-12T07:46:12.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_eca71c7844829b38"",""causeType"":""process_edge""}"
state_0e63000a81346196,2026-08-12T07:55:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_f33e6e47f63a2dab"",""causeType"":""process_edge""}"
state_31dd7a579d70c77b,2026-08-12T07:55:00+02:00,resident,tommaso_bianchi,location,kitchen_01,home_exit,set,"{""causeId"":""action_eca71c7844829b38"",""causeType"":""action_effect""}"
state_0a6ff20d9e07c146,2026-08-12T07:56:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_f33e6e47f63a2dab"",""causeType"":""process_edge""}"
state_512d9f1f0757ba3c,2026-08-12T08:05:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_f33e6e47f63a2dab"",""causeType"":""action_effect""}"
state_921b26f7838f4b3f,2026-08-12T08:05:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_1410c014b58fd93f"",""causeType"":""process_edge""}"
state_54c0235582c06297,2026-08-12T08:06:04.375000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_1410c014b58fd93f"",""causeType"":""process_edge""}"
state_cda3a93707359d5a,2026-08-12T08:15:00+02:00,resident,tommaso_bianchi,location,home_exit,garden_workplace,set,"{""causeId"":""action_1410c014b58fd93f"",""causeType"":""action_effect""}"
state_7dd70b9f34c21458,2026-08-12T10:55:00+02:00,resident,tommaso_bianchi,location,garden_workplace,garden_workplace,set,"{""causeId"":""action_30cdc2e6ca5423cd"",""causeType"":""action_effect""}"
state_ec541b3c24e97fc9,2026-08-12T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_5dfd7c12f02349a0"",""causeType"":""action_effect""}"
state_f94d0e7939e6ed14,2026-08-12T13:35:00+02:00,resident,tommaso_bianchi,posture,standing,standing,set,"{""causeId"":""action_5dfd7c12f02349a0"",""causeType"":""action_effect""}"
state_99fb86b59636873a,2026-08-12T16:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_d44447bfa2a49d8f"",""causeType"":""process_edge""}"
state_3b5d68b5bcb20fde,2026-08-12T16:16:22.500000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_d44447bfa2a49d8f"",""causeType"":""process_edge""}"
state_8ec1eaa16b04ac0c,2026-08-12T16:21:00+02:00,resident,tommaso_bianchi,location,garden_workplace,home_entrance,set,"{""causeId"":""action_d44447bfa2a49d8f"",""causeType"":""action_effect""}"
state_9a20efb3eeb58042,2026-08-12T16:21:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_1ffe7ea502c2caf5"",""causeType"":""process_edge""}"
state_96e86dc87d851227,2026-08-12T16:21:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_1ffe7ea502c2caf5"",""causeType"":""process_edge""}"
state_128b66991b5b23ee,2026-08-12T16:27:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_1ffe7ea502c2caf5"",""causeType"":""action_effect""}"
state_0bd0650d4da595a0,2026-08-12T16:33:00+02:00,resident,tommaso_bianchi,at_home,True,False,set,"{""causeId"":""action_aa578b94bcfa98db"",""causeType"":""action_effect""}"
state_c007ce86c44c44d0,2026-08-12T16:33:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_e418d78b839dd984"",""causeType"":""process_edge""}"
state_5598ca8d88c4c601,2026-08-12T16:33:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_e418d78b839dd984"",""causeType"":""process_edge""}"
state_09a034bfd521a46e,2026-08-12T16:39:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_039b9a669767c5a0"",""causeType"":""process_edge""}"
state_87b3118f6e64e3d3,2026-08-12T16:39:00+02:00,resident,tommaso_bianchi,location,home_entrance,hallway_01,set,"{""causeId"":""action_e418d78b839dd984"",""causeType"":""action_effect""}"
state_2d9c6126deeed137,2026-08-12T16:39:21.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_039b9a669767c5a0"",""causeType"":""process_edge""}"
state_68d2f8ae11fd07ae,2026-08-12T16:45:00+02:00,resident,tommaso_bianchi,at_home,False,True,set,"{""causeId"":""action_039b9a669767c5a0"",""causeType"":""action_effect""}"
state_31fdcbf6b0fcd777,2026-08-12T17:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_c9da473c7fadd271"",""causeType"":""process_edge""}"
state_c4b1bb6cf3568f9b,2026-08-12T17:30:11.875000+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_c9da473c7fadd271"",""causeType"":""process_edge""}"
state_f87790a0dd1557dc,2026-08-12T17:37:30+02:00,resident,tommaso_bianchi,location,hallway_01,kitchen_01,set,"{""causeId"":""action_c9da473c7fadd271"",""causeType"":""action_effect""}"
state_0e72f2a4165cc1f3,2026-08-12T17:45:00+02:00,resident,tommaso_bianchi,carrying.cleaning_tool,,True,set,"{""causeId"":""action_562488839212050e"",""causeType"":""action_effect""}"
state_9ec16194bf15e20d,2026-08-12T18:00:00+02:00,resident,tommaso_bianchi,carrying.cleaning_tool,True,False,set,"{""causeId"":""action_5172756571b874ca"",""causeType"":""action_effect""}"
state_10d214569daf7b33,2026-08-12T19:00:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_d9cdb58a1103861f"",""causeType"":""process_edge""}"
state_56b745494ba4728a,2026-08-12T19:00:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_d9cdb58a1103861f"",""causeType"":""process_edge""}"
state_d62aa219e40d7d6b,2026-08-12T19:20:00+02:00,resident,tommaso_bianchi,location,kitchen_01,living_room_01,set,"{""causeId"":""action_d9cdb58a1103861f"",""causeType"":""action_effect""}"
state_5bbaa8067e02143b,2026-08-12T19:40:00+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_75779fb3f70a1051"",""causeType"":""action_effect""}"
state_e724f8ce52c9ec48,2026-08-12T19:40:00+02:00,resident,tommaso_bianchi,posture,standing,sitting,set,"{""causeId"":""action_75779fb3f70a1051"",""causeType"":""action_effect""}"
state_0d887cdf39386250,2026-08-12T21:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_8f8f0d0607549457"",""causeType"":""process_edge""}"
state_267a2ce041cdf94d,2026-08-12T21:30:10+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_8f8f0d0607549457"",""causeType"":""process_edge""}"
state_3d705cae514913a3,2026-08-12T21:37:30+02:00,resident,tommaso_bianchi,location,living_room_01,bathroom_01,set,"{""causeId"":""action_8f8f0d0607549457"",""causeType"":""action_effect""}"
state_1e451f13a22b7848,2026-08-12T22:30:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_ead7182276f43297"",""causeType"":""process_edge""}"
state_9eb38a153e860b9d,2026-08-12T22:30:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_ead7182276f43297"",""causeType"":""process_edge""}"
state_41b2fcd598570c09,2026-08-13T01:10:00+02:00,resident,tommaso_bianchi,location,bathroom_01,bedroom_01,set,"{""causeId"":""action_ead7182276f43297"",""causeType"":""action_effect""}"
state_13d7d1ad0f1812cd,2026-08-13T03:50:00+02:00,resident,tommaso_bianchi,posture,sitting,lying,set,"{""causeId"":""action_842f3820ba562028"",""causeType"":""action_effect""}"
state_fb812be65b211391,2026-08-13T03:50:00+02:00,resident,tommaso_bianchi,posture,sitting,lying,set,"{""causeId"":""action_842f3820ba562028"",""causeType"":""action_effect""}"
state_ab54b79321961f4c,2026-08-13T06:35:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_2fd43d040df5addc"",""causeType"":""action_effect""}"
state_0d21e282fae6cf51,2026-08-13T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_53526ef2cc6d9f81"",""causeType"":""action_effect""}"
state_e9a78650c1f7a8c2,2026-08-13T06:40:00+02:00,resident,tommaso_bianchi,posture,lying,standing,set,"{""causeId"":""action_53526ef2cc6d9f81"",""causeType"":""action_effect""}"
state_88267b1c251fd5a3,2026-08-13T06:46:15+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_cf3bf7df78d74fbb"",""causeType"":""process_edge""}"
state_aec885fe81707580,2026-08-13T06:46:15+02:00,resident,tommaso_bianchi,location,bedroom_01,bedroom_01,set,"{""causeId"":""action_b46a82d777605ba7"",""causeType"":""action_effect""}"
state_417ef3a80a190ab8,2026-08-13T06:46:15.833333+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_cf3bf7df78d74fbb"",""causeType"":""process_edge""}"
state_0553cdc5510a2c07,2026-08-13T06:47:30+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_2b29219da9b2e090"",""causeType"":""process_edge""}"
state_ee2850a37c7c14b2,2026-08-13T06:47:30+02:00,resident,tommaso_bianchi,carrying.medication,False,True,set,"{""causeId"":""action_cf3bf7df78d74fbb"",""causeType"":""action_effect""}"
state_e45753295b652528,2026-08-13T06:47:31.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_2b29219da9b2e090"",""causeType"":""process_edge""}"
state_b6803f693390f29c,2026-08-13T06:48:45+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_d94f2c2da9dba601"",""causeType"":""process_edge""}"
state_bf093b8b8807dca3,2026-08-13T06:48:46.666667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_d94f2c2da9dba601"",""causeType"":""process_edge""}"
state_89962c8d4ec760f9,2026-08-13T06:50:00+02:00,resident,tommaso_bianchi,carrying.medication,True,False,set,"{""causeId"":""action_d94f2c2da9dba601"",""causeType"":""action_effect""}"
state_b001609f27899aef,2026-08-13T06:50:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_2fbc821ee1b647bb"",""causeType"":""process_edge""}"
state_2c048526a02023e9,2026-08-13T06:50:04.166667+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_2fbc821ee1b647bb"",""causeType"":""process_edge""}"
state_bd3f6e96c5fd9027,2026-08-13T06:54:00+02:00,resident,tommaso_bianchi,location,bedroom_01,bathroom_01,set,"{""causeId"":""action_2fbc821ee1b647bb"",""causeType"":""action_effect""}"
state_5cd34d7fe4872494,2026-08-13T07:02:00+02:00,entity,service_bathroom_01,active,False,True,set,"{""causeId"":""action_33cdd8bad7e649e9"",""causeType"":""action_effect""}"
state_e4b76d07aea72d69,2026-08-13T07:10:00+02:00,entity,service_bathroom_01,active,True,False,set,"{""causeId"":""action_b3659c8d09c9f00f"",""causeType"":""action_effect""}"
state_1e7656b9f75dd8ed,2026-08-13T07:15:00+02:00,resident,tommaso_bianchi,execution_state,performing_activity,moving,set,"{""causeId"":""action_5a97572fca203292"",""causeType"":""process_edge""}"
state_2113c780752b73c1,2026-08-13T07:15:05+02:00,resident,tommaso_bianchi,execution_state,moving,performing_activity,set,"{""causeId"":""action_5a97572fca203292"",""causeType"":""process_edge""}"
state_f01fb070ac48c60e,2026-08-13T07:17:16.363636+02:00,resident,tommaso_bianchi,location,bathroom_01,kitchen_01,set,"{""causeId"":""action_5a97572fca203292"",""causeType"":""action_effect""}"
state_f32852a359ac14b7,2026-08-13T07:19:32.727272+02:00,entity,service_kitchen_01,open,False,True,set,"{""causeId"":""action_9d8fb19a944fd08b"",""causeType"":""action_effect""}"
state_1dadffe4812dcf71,2026-08-13T07:21:49.090908+02:00,resident,tommaso_bianchi,carrying.food_preparation_area,False,True,set,"{""causeId"":""action_922bfc46efbdd87b"",""causeType"":""action_effect""}"
