observationId,sensorId,sensorType,observedAt,measurement,value,unit,quality
observation_4b6f45ee091f37a3,temperature_bathroom_01,temperature,2026-08-10T12:30:00+02:00,temperature,21.0,celsius,nominal
observation_54320b7e43b6338e,temperature_bedroom_01,temperature,2026-08-10T12:30:00+02:00,temperature,21.0,celsius,nominal
observation_3b2ae1f2ddda9309,temperature_hallway_01,temperature,2026-08-10T12:30:00+02:00,temperature,21.0,celsius,nominal
observation_99f934706cee6298,temperature_kitchen_01,temperature,2026-08-10T12:30:00+02:00,temperature,21.0,celsius,nominal
observation_a5d39066706749fa,temperature_living_room_01,temperature,2026-08-10T12:30:00+02:00,temperature,21.0,celsius,nominal
observation_fb9545aa7cec7b75,temperature_bathroom_01,temperature,2026-08-10T12:45:00+02:00,temperature,21.0,celsius,nominal
observation_937ee26f69748843,temperature_bedroom_01,temperature,2026-08-10T12:45:00+02:00,temperature,21.0,celsius,nominal
observation_daf237591ba53d72,temperature_hallway_01,temperature,2026-08-10T12:45:00+02:00,temperature,21.0,celsius,nominal
observation_3b80be2d545db90e,temperature_kitchen_01,temperature,2026-08-10T12:45:00+02:00,temperature,21.0,celsius,nominal
observation_aef7b5b386ab3596,temperature_living_room_01,temperature,2026-08-10T12:45:00+02:00,temperature,21.0,celsius,nominal
observation_f3d883b33d6def01,temperature_bathroom_01,temperature,2026-08-10T13:00:00+02:00,temperature,21.0,celsius,nominal
observation_790460c36363cd9a,temperature_bedroom_01,temperature,2026-08-10T13:00:00+02:00,temperature,21.0,celsius,nominal
observation_6fa9f3ec0a026c72,temperature_hallway_01,temperature,2026-08-10T13:00:00+02:00,temperature,21.0,celsius,nominal
observation_223e0d0b77647d4b,temperature_kitchen_01,temperature,2026-08-10T13:00:00+02:00,temperature,21.0,celsius,nominal
observation_711ea8326a5707e7,temperature_living_room_01,temperature,2026-08-10T13:00:00+02:00,temperature,21.0,celsius,nominal
observation_cb507bc44b095d0a,temperature_bathroom_01,temperature,2026-08-10T13:15:00+02:00,temperature,21.0,celsius,nominal
observation_cce2791a6614219a,temperature_bedroom_01,temperature,2026-08-10T13:15:00+02:00,temperature,21.0,celsius,nominal
observation_0e9979bfafde675e,temperature_hallway_01,temperature,2026-08-10T13:15:00+02:00,temperature,21.0,celsius,nominal
observation_1d6f04645f342a90,temperature_kitchen_01,temperature,2026-08-10T13:15:00+02:00,temperature,21.0,celsius,nominal
observation_f7e8cbc0204cc342,temperature_living_room_01,temperature,2026-08-10T13:15:00+02:00,temperature,21.0,celsius,nominal
observation_3046ccd6db1b3881,temperature_bathroom_01,temperature,2026-08-10T13:30:00+02:00,temperature,21.0,celsius,nominal
observation_c2c159d438494059,temperature_bedroom_01,temperature,2026-08-10T13:30:00+02:00,temperature,21.0,celsius,nominal
observation_1fc370bd0c90de2b,temperature_hallway_01,temperature,2026-08-10T13:30:00+02:00,temperature,21.0,celsius,nominal
observation_02d77c43cee6e094,temperature_kitchen_01,temperature,2026-08-10T13:30:00+02:00,temperature,21.0,celsius,nominal
observation_f2539caec35ec3b3,temperature_living_room_01,temperature,2026-08-10T13:30:00+02:00,temperature,21.0,celsius,nominal
observation_08e9dc78b2a273ab,temperature_bathroom_01,temperature,2026-08-10T13:45:00+02:00,temperature,21.0,celsius,nominal
observation_da7025d3b5a07ab4,temperature_bedroom_01,temperature,2026-08-10T13:45:00+02:00,temperature,21.0,celsius,nominal
observation_a2184250d0932904,temperature_hallway_01,temperature,2026-08-10T13:45:00+02:00,temperature,21.0,celsius,nominal
observation_ef207d9be88b7ec1,temperature_kitchen_01,temperature,2026-08-10T13:45:00+02:00,temperature,21.0,celsius,nominal
observation_fb73d8474515db5a,temperature_living_room_01,temperature,2026-08-10T13:45:00+02:00,temperature,21.0,celsius,nominal
observation_366258eb6245110c,temperature_bathroom_01,temperature,2026-08-10T14:00:00+02:00,temperature,21.0,celsius,nominal
observation_a1a875bea7d80af9,temperature_bedroom_01,temperature,2026-08-10T14:00:00+02:00,temperature,21.0,celsius,nominal
observation_c5517cfccff0084f,temperature_hallway_01,temperature,2026-08-10T14:00:00+02:00,temperature,21.0,celsius,nominal
observation_0c8aa08f718bad9d,temperature_kitchen_01,temperature,2026-08-10T14:00:00+02:00,temperature,21.0,celsius,nominal
observation_011cbf604d05b9b9,temperature_living_room_01,temperature,2026-08-10T14:00:00+02:00,temperature,21.0,celsius,nominal
observation_2e3798644793f408,temperature_bathroom_01,temperature,2026-08-10T14:15:00+02:00,temperature,21.0,celsius,nominal
observation_0db0ce4b5c67312d,temperature_bedroom_01,temperature,2026-08-10T14:15:00+02:00,temperature,21.0,celsius,nominal
observation_29251e221ae7035b,temperature_hallway_01,temperature,2026-08-10T14:15:00+02:00,temperature,21.0,celsius,nominal
observation_d8a2c26df7956523,temperature_kitchen_01,temperature,2026-08-10T14:15:00+02:00,temperature,21.0,celsius,nominal
observation_3ff51abbb14ccea6,temperature_living_room_01,temperature,2026-08-10T14:15:00+02:00,temperature,21.0,celsius,nominal
observation_98f2ebb89611a3e5,temperature_bathroom_01,temperature,2026-08-10T14:30:00+02:00,temperature,21.0,celsius,nominal
observation_9a6d6e77a84d3c3a,temperature_bedroom_01,temperature,2026-08-10T14:30:00+02:00,temperature,21.0,celsius,nominal
observation_fa7c19fc590314c3,temperature_hallway_01,temperature,2026-08-10T14:30:00+02:00,temperature,21.0,celsius,nominal
observation_dd940892a093537e,temperature_kitchen_01,temperature,2026-08-10T14:30:00+02:00,temperature,21.0,celsius,nominal
observation_984dd0f3cc7a02e5,temperature_living_room_01,temperature,2026-08-10T14:30:00+02:00,temperature,21.0,celsius,nominal
observation_ab2729fcd93ccd75,temperature_bathroom_01,temperature,2026-08-10T14:45:00+02:00,temperature,21.0,celsius,nominal
observation_288556b57963fae3,temperature_bedroom_01,temperature,2026-08-10T14:45:00+02:00,temperature,21.0,celsius,nominal
observation_f24c0863120b1897,temperature_hallway_01,temperature,2026-08-10T14:45:00+02:00,temperature,21.0,celsius,nominal
observation_eb76572f03aaf56d,temperature_kitchen_01,temperature,2026-08-10T14:45:00+02:00,temperature,21.0,celsius,nominal
observation_78a949707939c733,temperature_living_room_01,temperature,2026-08-10T14:45:00+02:00,temperature,21.0,celsius,nominal
observation_aaa2fcfc7d467945,temperature_bathroom_01,temperature,2026-08-10T15:00:00+02:00,temperature,21.0,celsius,nominal
observation_7b3aee1896301b32,temperature_bedroom_01,temperature,2026-08-10T15:00:00+02:00,temperature,21.0,celsius,nominal
observation_8adb6a1f4f8698b3,temperature_hallway_01,temperature,2026-08-10T15:00:00+02:00,temperature,21.0,celsius,nominal
observation_d299c06e85f6a6b6,temperature_kitchen_01,temperature,2026-08-10T15:00:00+02:00,temperature,21.0,celsius,nominal
observation_8f80946c8477876a,temperature_living_room_01,temperature,2026-08-10T15:00:00+02:00,temperature,21.0,celsius,nominal
observation_2fd1b10ace56eb02,temperature_bathroom_01,temperature,2026-08-10T15:15:00+02:00,temperature,21.0,celsius,nominal
observation_171ff3ce9cb767de,temperature_bedroom_01,temperature,2026-08-10T15:15:00+02:00,temperature,21.0,celsius,nominal
observation_1e2fca5e0bc8e5fe,temperature_hallway_01,temperature,2026-08-10T15:15:00+02:00,temperature,21.0,celsius,nominal
observation_1f58b3221bb3e970,temperature_kitchen_01,temperature,2026-08-10T15:15:00+02:00,temperature,21.0,celsius,nominal
observation_179405e8e0a6b835,temperature_living_room_01,temperature,2026-08-10T15:15:00+02:00,temperature,21.0,celsius,nominal
observation_40c836bac7dd67c9,temperature_bathroom_01,temperature,2026-08-10T15:30:00+02:00,temperature,21.0,celsius,nominal
observation_bd0a0ddf114b5d1d,temperature_bedroom_01,temperature,2026-08-10T15:30:00+02:00,temperature,21.0,celsius,nominal
observation_10f99ce4628f06b1,temperature_hallway_01,temperature,2026-08-10T15:30:00+02:00,temperature,21.0,celsius,nominal
observation_5f552207a37d39ec,temperature_kitchen_01,temperature,2026-08-10T15:30:00+02:00,temperature,21.0,celsius,nominal
observation_0b53a08906b8b550,temperature_living_room_01,temperature,2026-08-10T15:30:00+02:00,temperature,21.0,celsius,nominal
observation_7093a858d104911d,temperature_bathroom_01,temperature,2026-08-10T15:45:00+02:00,temperature,21.0,celsius,nominal
observation_7b5d434e6287f54e,temperature_bedroom_01,temperature,2026-08-10T15:45:00+02:00,temperature,21.0,celsius,nominal
observation_f68883ab4d1ddef2,temperature_hallway_01,temperature,2026-08-10T15:45:00+02:00,temperature,21.0,celsius,nominal
observation_685ec9748310b6c3,temperature_kitchen_01,temperature,2026-08-10T15:45:00+02:00,temperature,21.0,celsius,nominal
observation_cb9bbf0556aef0d0,temperature_living_room_01,temperature,2026-08-10T15:45:00+02:00,temperature,21.0,celsius,nominal
observation_36bd58b9e5ab48bc,temperature_bathroom_01,temperature,2026-08-10T16:00:00+02:00,temperature,21.0,celsius,nominal
observation_ab664c662170cb12,temperature_bedroom_01,temperature,2026-08-10T16:00:00+02:00,temperature,21.0,celsius,nominal
observation_69f9b68c73278529,temperature_hallway_01,temperature,2026-08-10T16:00:00+02:00,temperature,21.0,celsius,nominal
observation_83879ee04029c6f3,temperature_kitchen_01,temperature,2026-08-10T16:00:00+02:00,temperature,21.0,celsius,nominal
observation_5e421cb2dc25b8dc,temperature_living_room_01,temperature,2026-08-10T16:00:00+02:00,temperature,21.0,celsius,nominal
observation_92d3617434283a80,temperature_bathroom_01,temperature,2026-08-10T16:15:00+02:00,temperature,21.0,celsius,nominal
observation_8faf1af472737253,temperature_bedroom_01,temperature,2026-08-10T16:15:00+02:00,temperature,21.0,celsius,nominal
observation_300966177fa1dc14,temperature_hallway_01,temperature,2026-08-10T16:15:00+02:00,temperature,21.0,celsius,nominal
observation_f14fa00ed1b090f8,temperature_kitchen_01,temperature,2026-08-10T16:15:00+02:00,temperature,21.0,celsius,nominal
observation_fa9d7d63058363e6,temperature_living_room_01,temperature,2026-08-10T16:15:00+02:00,temperature,21.0,celsius,nominal
observation_9ff6f4e603b32066,pir_bedroom_01,pir,2026-08-10T16:15:02.361641+02:00,motion,ON,,nominal
observation_6e505a9f9304fd50,pir_bathroom_01,pir,2026-08-10T16:15:03.306298+02:00,motion,ON,,nominal
observation_217e501a9d2484f1,pir_kitchen_01,pir,2026-08-10T16:15:04.250954+02:00,motion,ON,,nominal
observation_662dd666284d761b,pir_living_room_01,pir,2026-08-10T16:15:05.195611+02:00,motion,ON,,nominal
observation_e01c2aeaf29d265b,pir_hallway_01,pir,2026-08-10T16:15:06.140267+02:00,motion,ON,,nominal
observation_4399ee52e533900a,pir_bedroom_01,pir,2026-08-10T16:15:07.361641+02:00,motion,OFF,,nominal
observation_f48e1f7e57d96e57,pir_bathroom_01,pir,2026-08-10T16:15:08.306298+02:00,motion,OFF,,nominal
observation_3ebd3e358fb9174a,pir_kitchen_01,pir,2026-08-10T16:15:09.250954+02:00,motion,OFF,,nominal
observation_41797720e7a557d2,pir_living_room_01,pir,2026-08-10T16:15:10.195611+02:00,motion,OFF,,nominal
observation_610568a68499adcf,pir_hallway_01,pir,2026-08-10T16:15:11.140267+02:00,motion,OFF,,nominal
observation_187e689f5e5d46d8,pir_hallway_01,pir,2026-08-10T16:21:00+02:00,motion,ON,,nominal
observation_5451c32cd1ace288,pir_living_room_01,pir,2026-08-10T16:21:02.500000+02:00,motion,ON,,nominal
observation_f5ff5e91f97e86d9,pir_hallway_01,pir,2026-08-10T16:21:05+02:00,motion,OFF,,nominal
observation_0cff4bc304c0ad8d,pir_kitchen_01,pir,2026-08-10T16:21:07.500000+02:00,motion,ON,,nominal
observation_b4664fed04b2c21f,pir_living_room_01,pir,2026-08-10T16:21:07.500000+02:00,motion,OFF,,nominal
observation_4e61f6b1ba24c071,pir_bathroom_01,pir,2026-08-10T16:21:12.500000+02:00,motion,ON,,nominal
observation_fd2d1676eef053ac,pir_kitchen_01,pir,2026-08-10T16:21:12.500000+02:00,motion,OFF,,nominal
observation_69c5643c90d6758f,pir_bathroom_01,pir,2026-08-10T16:21:17.500000+02:00,motion,OFF,,nominal
observation_da755e068439ac07,pir_bedroom_01,pir,2026-08-10T16:21:17.500000+02:00,motion,ON,,nominal
observation_c3d0e5263aa852de,pir_bedroom_01,pir,2026-08-10T16:21:22.500000+02:00,motion,OFF,,nominal
observation_d72d0ad97d22de7c,contact_entrance_door,contact,2026-08-10T16:27:00+02:00,contact,OPEN,,nominal
observation_214ac4fd7618e7ab,contact_entrance_door,contact,2026-08-10T16:27:01+02:00,contact,CLOSED,,nominal
observation_5088e47978709cad,temperature_bathroom_01,temperature,2026-08-10T16:30:00+02:00,temperature,21.0,celsius,nominal
observation_1db48f2779f85938,temperature_bedroom_01,temperature,2026-08-10T16:30:00+02:00,temperature,21.0,celsius,nominal
observation_0e9b7580c1bec60f,temperature_hallway_01,temperature,2026-08-10T16:30:00+02:00,temperature,21.0,celsius,nominal
observation_b81ba47fde95bfa5,temperature_kitchen_01,temperature,2026-08-10T16:30:00+02:00,temperature,21.0,celsius,nominal
observation_964ccd30085f43e7,temperature_living_room_01,temperature,2026-08-10T16:30:00+02:00,temperature,21.0,celsius,nominal
observation_cc6f8c4e138f2d95,contact_entrance_door,contact,2026-08-10T16:33:00+02:00,contact,OPEN,,nominal
observation_ff7863413cdc1805,pir_bedroom_01,pir,2026-08-10T16:33:00+02:00,motion,ON,,nominal
observation_a1519b2ecff0ed87,contact_entrance_door,contact,2026-08-10T16:33:01+02:00,contact,CLOSED,,nominal
observation_49578834b43c617f,pir_bathroom_01,pir,2026-08-10T16:33:04.375000+02:00,motion,ON,,nominal
observation_5390663ec4c4ccae,pir_bedroom_01,pir,2026-08-10T16:33:05+02:00,motion,OFF,,nominal
observation_d7459a17a6b3b4fe,pir_bathroom_01,pir,2026-08-10T16:33:09.375000+02:00,motion,OFF,,nominal
observation_a0558dab01c25d21,pir_kitchen_01,pir,2026-08-10T16:33:09.375000+02:00,motion,ON,,nominal
observation_f6ba0b57baff00e7,pir_kitchen_01,pir,2026-08-10T16:33:14.375000+02:00,motion,OFF,,nominal
observation_c0c242f83e4537be,pir_living_room_01,pir,2026-08-10T16:33:14.375000+02:00,motion,ON,,nominal
observation_cc2bb464447bac29,pir_hallway_01,pir,2026-08-10T16:33:19.375000+02:00,motion,ON,,nominal
observation_53a985732527f090,pir_living_room_01,pir,2026-08-10T16:33:19.375000+02:00,motion,OFF,,nominal
observation_13be4f3e6ed9115f,pir_hallway_01,pir,2026-08-10T16:33:24.375000+02:00,motion,OFF,,nominal
observation_91dbba6855145d8f,pir_hallway_01,pir,2026-08-10T16:39:00+02:00,motion,ON,,nominal
observation_5579740b889647ae,pir_living_room_01,pir,2026-08-10T16:39:02.500000+02:00,motion,ON,,nominal
observation_43f9183436ca7824,pir_hallway_01,pir,2026-08-10T16:39:05+02:00,motion,OFF,,nominal
observation_a178ca47226a242c,pir_kitchen_01,pir,2026-08-10T16:39:07.500000+02:00,motion,ON,,nominal
observation_4061df456a22578f,pir_living_room_01,pir,2026-08-10T16:39:07.500000+02:00,motion,OFF,,nominal
observation_60c46e9df4decd35,pir_bathroom_01,pir,2026-08-10T16:39:12.500000+02:00,motion,ON,,nominal
observation_9373bd3726edef76,pir_kitchen_01,pir,2026-08-10T16:39:12.500000+02:00,motion,OFF,,nominal
observation_11d6bf4a752e9730,pir_bathroom_01,pir,2026-08-10T16:39:17.500000+02:00,motion,OFF,,nominal
observation_9e538ac34064e6d2,pir_bedroom_01,pir,2026-08-10T16:39:17.500000+02:00,motion,ON,,nominal
observation_656144998280b3b9,pir_bedroom_01,pir,2026-08-10T16:39:22.500000+02:00,motion,OFF,,nominal
observation_0915dca923ac8c3b,contact_entrance_door,contact,2026-08-10T16:45:00+02:00,contact,OPEN,,nominal
observation_0ee13ed955608290,temperature_bathroom_01,temperature,2026-08-10T16:45:00+02:00,temperature,21.0,celsius,nominal
observation_33b1735b23f82d52,temperature_bedroom_01,temperature,2026-08-10T16:45:00+02:00,temperature,21.0,celsius,nominal
observation_fb4380bee21a6f17,temperature_hallway_01,temperature,2026-08-10T16:45:00+02:00,temperature,21.0,celsius,nominal
observation_640f7241834ed84e,temperature_kitchen_01,temperature,2026-08-10T16:45:00+02:00,temperature,21.0,celsius,nominal
observation_a03c98987b248b79,temperature_living_room_01,temperature,2026-08-10T16:45:00+02:00,temperature,21.0,celsius,nominal
observation_140b40bf7f8990a8,contact_entrance_door,contact,2026-08-10T16:45:01+02:00,contact,CLOSED,,nominal
observation_dd79961ed87a7f29,pir_bedroom_01,pir,2026-08-10T17:00:00+02:00,motion,ON,,nominal
observation_5828bcf9e3eae7a0,temperature_bathroom_01,temperature,2026-08-10T17:00:00+02:00,temperature,21.0,celsius,nominal
observation_f4f92c7135f036e5,temperature_bedroom_01,temperature,2026-08-10T17:00:00+02:00,temperature,21.0,celsius,nominal
observation_40568df0d5121366,temperature_hallway_01,temperature,2026-08-10T17:00:00+02:00,temperature,21.0,celsius,nominal
observation_ad8f77d5de547ea7,temperature_kitchen_01,temperature,2026-08-10T17:00:00+02:00,temperature,21.0,celsius,nominal
observation_fbf8c0d6e575f9d7,temperature_living_room_01,temperature,2026-08-10T17:00:00+02:00,temperature,21.0,celsius,nominal
observation_6a9c0475af247b15,pir_bathroom_01,pir,2026-08-10T17:00:04.375000+02:00,motion,ON,,nominal
observation_69676000b31fc287,pir_bedroom_01,pir,2026-08-10T17:00:05+02:00,motion,OFF,,nominal
observation_29d6b3ddacc83447,pir_bathroom_01,pir,2026-08-10T17:00:09.375000+02:00,motion,OFF,,nominal
observation_c11c2faaaca4df6c,pir_kitchen_01,pir,2026-08-10T17:00:09.375000+02:00,motion,ON,,nominal
observation_6fc0a756ff3ff73e,pir_kitchen_01,pir,2026-08-10T17:00:14.375000+02:00,motion,OFF,,nominal
observation_17508f0ff849fc48,pir_living_room_01,pir,2026-08-10T17:00:14.375000+02:00,motion,ON,,nominal
observation_d8f233599d0475be,pir_living_room_01,pir,2026-08-10T17:00:19.375000+02:00,motion,OFF,,nominal
observation_37e86df3475a2bf6,temperature_bathroom_01,temperature,2026-08-10T17:15:00+02:00,temperature,21.0,celsius,nominal
observation_e5881e44359eca3f,temperature_bedroom_01,temperature,2026-08-10T17:15:00+02:00,temperature,21.0,celsius,nominal
observation_58349ee2cd217f24,temperature_hallway_01,temperature,2026-08-10T17:15:00+02:00,temperature,21.0,celsius,nominal
observation_8eea0d839b208024,temperature_kitchen_01,temperature,2026-08-10T17:15:00+02:00,temperature,21.0,celsius,nominal
observation_3b35788adf793c7a,temperature_living_room_01,temperature,2026-08-10T17:15:00+02:00,temperature,21.0,celsius,nominal
observation_5f9c8691effa97ef,temperature_bathroom_01,temperature,2026-08-10T17:30:00+02:00,temperature,21.0,celsius,nominal
observation_ae6ad50c9fab85ca,temperature_bedroom_01,temperature,2026-08-10T17:30:00+02:00,temperature,21.0,celsius,nominal
observation_62f8bec5cc42d448,temperature_hallway_01,temperature,2026-08-10T17:30:00+02:00,temperature,21.0,celsius,nominal
observation_98adcda90e355c3c,temperature_kitchen_01,temperature,2026-08-10T17:30:00+02:00,temperature,21.0,celsius,nominal
observation_1d5235f7ba6c8c8f,temperature_living_room_01,temperature,2026-08-10T17:30:00+02:00,temperature,21.0,celsius,nominal
observation_4a99992f1bf3d9b1,temperature_bathroom_01,temperature,2026-08-10T17:45:00+02:00,temperature,21.0,celsius,nominal
observation_14de29916ed4032f,temperature_bedroom_01,temperature,2026-08-10T17:45:00+02:00,temperature,21.0,celsius,nominal
observation_a4bfb4f0781a6db2,temperature_hallway_01,temperature,2026-08-10T17:45:00+02:00,temperature,21.0,celsius,nominal
observation_f153f15ae24876a3,temperature_kitchen_01,temperature,2026-08-10T17:45:00+02:00,temperature,21.0,celsius,nominal
observation_a07ee7ce9f4d5bfb,temperature_living_room_01,temperature,2026-08-10T17:45:00+02:00,temperature,21.0,celsius,nominal
observation_362e3866b6ceddb2,temperature_bathroom_01,temperature,2026-08-10T18:00:00+02:00,temperature,20.5,celsius,nominal
observation_62469cf8b7ad60e3,temperature_bedroom_01,temperature,2026-08-10T18:00:00+02:00,temperature,20.5,celsius,nominal
observation_e0c922f086e7ca14,temperature_hallway_01,temperature,2026-08-10T18:00:00+02:00,temperature,20.5,celsius,nominal
observation_1910592df2f8637c,temperature_kitchen_01,temperature,2026-08-10T18:00:00+02:00,temperature,20.5,celsius,nominal
observation_3261d68dcd4c7413,temperature_living_room_01,temperature,2026-08-10T18:00:00+02:00,temperature,20.5,celsius,nominal
observation_d214c949e86d4e68,temperature_bathroom_01,temperature,2026-08-10T18:15:00+02:00,temperature,20.5,celsius,nominal
observation_e06fd99e99f736af,temperature_bedroom_01,temperature,2026-08-10T18:15:00+02:00,temperature,20.5,celsius,nominal
observation_9baad95b69730232,temperature_hallway_01,temperature,2026-08-10T18:15:00+02:00,temperature,20.5,celsius,nominal
observation_0565349b2c0ce79a,temperature_kitchen_01,temperature,2026-08-10T18:15:00+02:00,temperature,20.5,celsius,nominal
observation_38fd2dc84375d2f0,temperature_living_room_01,temperature,2026-08-10T18:15:00+02:00,temperature,20.5,celsius,nominal
observation_3ab1cd01eb90158a,temperature_bathroom_01,temperature,2026-08-10T18:30:00+02:00,temperature,20.5,celsius,nominal
observation_1081804be0e0f0fc,temperature_bedroom_01,temperature,2026-08-10T18:30:00+02:00,temperature,20.5,celsius,nominal
observation_50e71c6ca0dec7f6,temperature_hallway_01,temperature,2026-08-10T18:30:00+02:00,temperature,20.5,celsius,nominal
observation_353e5bdd4d0ace1a,temperature_kitchen_01,temperature,2026-08-10T18:30:00+02:00,temperature,20.5,celsius,nominal
observation_152842639a7934a2,temperature_living_room_01,temperature,2026-08-10T18:30:00+02:00,temperature,20.5,celsius,nominal
observation_f306539d44b5a324,temperature_bathroom_01,temperature,2026-08-10T18:45:00+02:00,temperature,20.5,celsius,nominal
observation_c11e6872e2b52aaf,temperature_bedroom_01,temperature,2026-08-10T18:45:00+02:00,temperature,20.5,celsius,nominal
observation_3e7b051923047300,temperature_hallway_01,temperature,2026-08-10T18:45:00+02:00,temperature,20.5,celsius,nominal
observation_558b6d9c882e80c1,temperature_kitchen_01,temperature,2026-08-10T18:45:00+02:00,temperature,20.5,celsius,nominal
observation_9ed741586ae3193f,temperature_living_room_01,temperature,2026-08-10T18:45:00+02:00,temperature,20.5,celsius,nominal
observation_f15a7b6eec019736,temperature_bathroom_01,temperature,2026-08-10T19:00:00+02:00,temperature,20.5,celsius,nominal
observation_1b4a68ddb8c199e0,temperature_bedroom_01,temperature,2026-08-10T19:00:00+02:00,temperature,20.5,celsius,nominal
observation_5283a9b0a3397a8c,temperature_hallway_01,temperature,2026-08-10T19:00:00+02:00,temperature,20.5,celsius,nominal
observation_bc19136c25d613f8,temperature_kitchen_01,temperature,2026-08-10T19:00:00+02:00,temperature,20.5,celsius,nominal
observation_3304e9e38d7eb32e,temperature_living_room_01,temperature,2026-08-10T19:00:00+02:00,temperature,20.5,celsius,nominal
observation_dfa34df8fa18af29,temperature_bathroom_01,temperature,2026-08-10T19:15:00+02:00,temperature,20.5,celsius,nominal
observation_40b8f8289edba1e8,temperature_bedroom_01,temperature,2026-08-10T19:15:00+02:00,temperature,20.5,celsius,nominal
observation_a356dcb94ae26d8b,temperature_hallway_01,temperature,2026-08-10T19:15:00+02:00,temperature,20.5,celsius,nominal
observation_d411507ea839a11e,temperature_kitchen_01,temperature,2026-08-10T19:15:00+02:00,temperature,20.5,celsius,nominal
observation_74fa43e40367d9ad,temperature_living_room_01,temperature,2026-08-10T19:15:00+02:00,temperature,20.5,celsius,nominal
observation_285efca2d2a7d939,pir_living_room_01,pir,2026-08-10T19:30:00+02:00,motion,ON,,nominal
observation_e932dd80b1c5348b,temperature_bathroom_01,temperature,2026-08-10T19:30:00+02:00,temperature,20.5,celsius,nominal
observation_4624b5c9bfa35fe5,temperature_bedroom_01,temperature,2026-08-10T19:30:00+02:00,temperature,20.5,celsius,nominal
observation_6ef1eaa9338d4e40,temperature_hallway_01,temperature,2026-08-10T19:30:00+02:00,temperature,20.5,celsius,nominal
observation_495df15c90a23f19,temperature_kitchen_01,temperature,2026-08-10T19:30:00+02:00,temperature,20.5,celsius,nominal
observation_b6014fb805209381,temperature_living_room_01,temperature,2026-08-10T19:30:00+02:00,temperature,20.5,celsius,nominal
observation_cb2c6a68dfefa8b1,pir_kitchen_01,pir,2026-08-10T19:30:00.448842+02:00,motion,ON,,nominal
observation_51f651d4c5fc3069,pir_bathroom_01,pir,2026-08-10T19:30:01.346526+02:00,motion,ON,,nominal
observation_c160bf1eaf00cf01,pir_bedroom_01,pir,2026-08-10T19:30:02.244209+02:00,motion,ON,,nominal
observation_75fce6dc71a0ee6d,pir_living_room_01,pir,2026-08-10T19:30:05+02:00,motion,OFF,,nominal
observation_87df19bfb3ff9d5f,pir_kitchen_01,pir,2026-08-10T19:30:05.448842+02:00,motion,OFF,,nominal
observation_1458b12c900e7f76,pir_bathroom_01,pir,2026-08-10T19:30:06.346526+02:00,motion,OFF,,nominal
observation_b209d0376ee0671b,pir_bedroom_01,pir,2026-08-10T19:30:07.244209+02:00,motion,OFF,,nominal
observation_0bf307c8d742df0d,pir_bedroom_01,pir,2026-08-10T19:41:17.310676+02:00,motion,ON,,nominal
observation_fda4dc682fef39f8,pir_bedroom_01,pir,2026-08-10T19:41:22.310676+02:00,motion,OFF,,nominal
observation_434eefc179ab70ec,temperature_bathroom_01,temperature,2026-08-10T19:45:00+02:00,temperature,20.5,celsius,nominal
observation_b15c280d98a38266,temperature_bedroom_01,temperature,2026-08-10T19:45:00+02:00,temperature,20.5,celsius,nominal
observation_3a4d99b64575dbb5,temperature_hallway_01,temperature,2026-08-10T19:45:00+02:00,temperature,20.5,celsius,nominal
observation_e59546f8f0df917d,temperature_kitchen_01,temperature,2026-08-10T19:45:00+02:00,temperature,20.5,celsius,nominal
observation_eb8b291a3827f267,temperature_living_room_01,temperature,2026-08-10T19:45:00+02:00,temperature,20.5,celsius,nominal
observation_4084ae3fcb2ee74e,contact_entrance_door,contact,2026-08-10T19:52:30+02:00,contact,OPEN,,nominal
observation_b31c5cc8b3420bbe,pir_bedroom_01,pir,2026-08-10T19:52:30+02:00,motion,ON,,nominal
observation_f315914eeb10582e,contact_entrance_door,contact,2026-08-10T19:52:31+02:00,contact,CLOSED,,nominal
observation_a5e0f4e646c1166d,pir_bedroom_01,pir,2026-08-10T19:52:35+02:00,motion,OFF,,nominal
observation_a47534350cfe0cb7,temperature_bathroom_01,temperature,2026-08-10T20:00:00+02:00,temperature,20.5,celsius,nominal
observation_1760c38616e50a6f,temperature_bedroom_01,temperature,2026-08-10T20:00:00+02:00,temperature,20.5,celsius,nominal
observation_7ad7598ba9866539,temperature_hallway_01,temperature,2026-08-10T20:00:00+02:00,temperature,20.5,celsius,nominal
observation_d6e3d9d45a24f4c8,temperature_kitchen_01,temperature,2026-08-10T20:00:00+02:00,temperature,20.5,celsius,nominal
observation_7b5bcee33cef251d,temperature_living_room_01,temperature,2026-08-10T20:00:00+02:00,temperature,20.5,celsius,nominal
observation_90864333d9df26e2,temperature_bathroom_01,temperature,2026-08-10T20:15:00+02:00,temperature,20.0,celsius,nominal
observation_5e8f24c9d4ab898e,temperature_bedroom_01,temperature,2026-08-10T20:15:00+02:00,temperature,20.0,celsius,nominal
observation_5466df7801cc094b,temperature_hallway_01,temperature,2026-08-10T20:15:00+02:00,temperature,20.0,celsius,nominal
observation_162e9725f99f4437,temperature_kitchen_01,temperature,2026-08-10T20:15:00+02:00,temperature,20.0,celsius,nominal
observation_4bcce6f4a5ed73bf,temperature_living_room_01,temperature,2026-08-10T20:15:00+02:00,temperature,20.0,celsius,nominal
